Año,Clave_Ent,Entidad,Tipo_de_delito,Subtipo_de_delito,Modalidad,Sexo,Rango_de_edad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Total
2015,2,Baja California,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015,2,Baja California,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2015,2,Baja California,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,No especificado,Mujer,Menores de edad (0-17),31,30,32,45.0,27.0,30.0,27.0,18.0,19.0,27.0,18.0,23.0,327.0
2015,2,Baja California,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Feminicidio,Feminicidio,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Feminicidio,Feminicidio,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Feminicidio,Feminicidio,No especificado,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Rapto,Rapto,Rapto,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),1,0,3,5.0,4.0,5.0,6.0,4.0,3.0,5.0,5.0,3.0,44.0
2015,2,Baja California,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),1,3,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,11.0
2015,2,Baja California,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),3,1,0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,18.0
2015,2,Baja California,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,No especificado,Mujer,Adultos (18 y más),292,288,371,370.0,402.0,458.0,324.0,325.0,418.0,410.0,301.0,351.0,4310.0
2015,2,Baja California,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Adultos (18 y más),0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,2,Baja California,Feminicidio,Feminicidio,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
2015,2,Baja California,Feminicidio,Feminicidio,Con otro elemento,Mujer,Adultos (18 y más),0,0,1,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0
2015,2,Baja California,Feminicidio,Feminicidio,No especificado,Mujer,Adultos (18 y más),0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,2,Baja California,Rapto,Rapto,Rapto,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,No especificado,1,1,0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,10.0
2015,2,Baja California,Homicidio,Homicidio doloso,Con arma blanca,Mujer,No especificado,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
2015,2,Baja California,Homicidio,Homicidio doloso,Con otro elemento,Mujer,No especificado,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,8.0
2015,2,Baja California,Homicidio,Homicidio doloso,No especificado,Mujer,No especificado,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Lesiones,Lesiones dolosas,No especificado,Mujer,No especificado,40,42,79,42.0,57.0,96.0,45.0,48.0,74.0,90.0,87.0,66.0,766.0
2015,2,Baja California,Feminicidio,Feminicidio,Con arma de fuego,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Feminicidio,Feminicidio,Con arma blanca,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Feminicidio,Feminicidio,Con otro elemento,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Feminicidio,Feminicidio,No especificado,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,Baja California,Rapto,Rapto,Rapto,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,No especificado,Mujer,Menores de edad (0-17),5,4,3,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,22.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,No especificado,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Rapto,Rapto,Rapto,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,8.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),1,1,0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0.0,9.0,14.0,19.0,0.0,15.0,15.0,25.0,14.0,111.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,No especificado,Mujer,Adultos (18 y más),37,36,33,40.0,22.0,25.0,1.0,43.0,22.0,16.0,0.0,29.0,304.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,No especificado,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Rapto,Rapto,Rapto,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con arma blanca,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,Con otro elemento,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Homicidio,Homicidio doloso,No especificado,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,No especificado,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015,3,Baja California Sur,Lesiones,Lesiones dolosas,No especificado,Mujer,No especificado,0,1,3,4.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,14.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con arma de fuego,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con arma blanca,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,Con otro elemento,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Feminicidio,Feminicidio,No especificado,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,Baja California Sur,Rapto,Rapto,Rapto,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015,4,Campeche,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,4,Campeche,Lesiones,Lesiones dolosas,No especificado,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Feminicidio,Feminicidio,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Feminicidio,Feminicidio,Con otro elemento,Mujer,Menores de edad (0-17),1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,4,Campeche,Feminicidio,Feminicidio,No especificado,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Rapto,Rapto,Rapto,Mujer,Menores de edad (0-17),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,4,Campeche,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2015,4,Campeche,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Adultos (18 y más),1,2,2,3.0,7.0,4.0,3.0,2.0,0.0,2.0,2.0,2.0,30.0
2015,4,Campeche,Lesiones,Lesiones dolosas,No especificado,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,4,Campeche,Feminicidio,Feminicidio,Con arma blanca,Mujer,Adultos (18 y más),0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,4,Campeche,Feminicidio,Feminicidio,Con otro elemento,Mujer,Adultos (18 y más),0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,4,Campeche,Feminicidio,Feminicidio,No especificado,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Rapto,Rapto,Rapto,Mujer,Adultos (18 y más),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con arma blanca,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,Con otro elemento,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,Campeche,Homicidio,Homicidio doloso,No especificado,Mujer,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
